"Route ID","Sequence Number","Latitude","Longitude"
"A1","1","48.40694","3.29472"
"A1","2","48.02583","3.91389"
"A1","3","47.27083","5.09722"
"A1","4","46.87056","5.77806"
"A1","5","46.72694","6.01944"
"A1","6","46.66667","6.11972"
"A1","7","46.46861","6.44806"
"A1","8","46.26861","6.62139"
"A1","9","46.18278","6.69528"
"A1","10","46.05389","6.80556"
"A1","11","45.82","7.05472"
"A1","12","34","25.15"
"A1","13","32.60028","27.61833"
"A1","14","32.11694","28.41"
"A1","15","31.49417","29.44861"
"A1","16","31.1875","29.95083"
"A1","17","31.09194","30.30167"
"A1","18","30.09222","31.38833"
"A10","1","35.06833","26.18917"
"A10","2","33.95167","27.33333"
"A100","1","48.93306","40.415"
"A100","2","48.11472","40.11833"
"A100","3","47.58111","39.92806"
"A100","4","47.25222","39.81333"
"A100","5","46.60639","38.73167"
"A100","6","46.17472","38.03167"
"A100","7","45.74972","37.365"
"A100","8","45.35","36.64667"
"A102","1","45.38667","49.5"
"A102","2","45.92722","47.06028"
"A102","3","46.02056","46.77139"
"A102","4","46.41833","45.49667"
"A102","5","46.95139","43.64"
"A102","6","47.10306","43.09"
"A102","7","47.33472","42.13639"
"A102","8","47.46583","41.61361"
"A102","9","47.58778","41.115"
"A102","10","47.80556","40.37611"
"A102","11","47.88528","40.1"
"A102","12","47.92639","39.90833"
"A102","13","47.95","39.80833"
"A104","1","54.66833","31.04139"
"A104","2","55.14083","33.06667"
"A104","3","55.34278","33.99722"
"A104","4","55.55528","35.02194"
"A108","1","50.68889","52.41944"
"A108","2","49.89278","53.88167"
"A108","3","49.16167","55.15556"
"A108","4","48.84972","55.68083"
"A108","5","48.69028","55.945"
"A108","6","48.53444","56.20056"
"A108","7","48.0275","55.92556"
"A108","8","47.50111","55.64611"
"A108","9","46.81139","55.28889"
"A108","10","45.82389","54.79417"
"A108","11","45.53917","54.655"
"A108","12","44.84278","54.32056"
"A108","13","44.205","54.05917"
"A108","14","43.88472","53.93028"
"A108","15","43.50306","53.77833"
"A108","16","42.24278","53.28889"
"A112","1","44.74","49.5"
"A112","2","44.76639","50.16333"
"A112","3","44.80222","51.29472"
"A112","4","44.81694","51.90611"
"A112","5","44.83611","53.11472"
"A112","6","44.84278","54.32056"
"A112","7","45.53917","54.655"
"A112","8","45.82389","54.79417"
"A112","9","46.81139","55.28889"
"A112","10","47.50111","55.64611"
"A112","11","48.0275","55.92556"
"A112","12","48.53444","56.20056"
"A112","13","49.23222","56.58861"
"A112","14","49.66833","56.83722"
"A112","15","50.26333","57.18278"
"A122","1","53.96694","54.78167"
"A122","2","53.42833","54.25"
"A122","3","51.545","52.50833"
"A122","4","51.46667","52.31556"
"A122","5","50.4275","51.59111"
"A122","6","49.02528","51.685"
"A122","7","47.86278","51.75861"
"A122","8","47.14389","51.80139"
"A122","9","46.57694","52.44889"
"A122","10","46.07194","53.00944"
"A122","11","45.53139","53.59528"
"A122","12","45.35833","53.77972"
"A122","13","44.84278","54.32056"
"A131","1","54.73361","36.6425"
"A131","2","54.34889","36.24333"
"A131","3","54.1925","36.08361"
"A131","4","53.79917","35.68806"
"A131","5","53.60944","35.77444"
"A131","6","53.42806","35.85639"
"A131","7","52.98306","36.09806"
"A131","8","52.57472","36.16472"
"A131","9","52.43139","36.18806"
"A131","10","51.75139","36.29472"
"A131","11","51.18472","36.04306"
"A131","12","50.78972","35.87139"
"A131","13","50.53306","35.76472"
"A131","14","50.355","35.69833"
"A137","1","50.40417","23.82556"
"A137","2","50.46583","27.20778"
"A137","3","50.45639","28.6925"
"A137","4","50.40167","30.45167"
"A137","5","50.28583","30.90083"
"A137","6","50.255","31.82"
"A137","7","50.25528","32.35306"
"A137","8","50.21278","33.88528"
"A137","9","50.08306","34.63389"
"A137","10","49.91722","35.54528"
"A137","11","49.92889","36.29056"
"A137","12","50.30167","37.64"
"A14","1","39.44389","20.07278"
"A14","2","39.22083","20.30333"
"A14","3","39.05583","20.47306"
"A14","4","38.87444","20.65389"
"A14","5","38.59417","20.94139"
"A14","6","38.15889","21.42944"
"A14","7","37.40389","22.34028"
"A14","8","37.12361","23.29194"
"A14","9","36.91111","23.99167"
"A14","10","36.7475","24.51944"
"A14","11","35.925","25.34889"
"A14","12","35.69472","25.57694"
"A14","13","35.06833","26.18917"
"A14","14","34.53556","27.76611"
"A14","15","33.73333","30"
"A14","16","33.4","30.95"
"A14","17","32.86667","32.48333"
"A14","18","32.335","34.05528"
"A142","1","49.04083","31.20944"
"A142","2","48.53333","32.28333"
"A142","3","48.35778","32.67306"
"A142","4","48.19167","32.96667"
"A142","5","48.05083","33.21194"
"A142","6","47.69833","33.26167"
"A142","7","46.8075","33.49583"
"A142","8","47.35167","34.74583"
"A145","1","37.4","19"
"A145","2","37.41361","20.95778"
"A145","3","37.41111","21.63056"
"A145","4","37.40639","22.195"
"A145","5","37.40389","22.34028"
"A145","6","34","24.45"
"A145","7","31.57556","26.00556"
"A145","8","28.85167","28.1025"
"A145","9","26.60056","29.77167"
"A145","10","26.24667","30.03"
"A145","11","25.805","30.34139"
"A145","12","25.44833","30.59083"
"A145","13","25.4625","30.68667"
"A145","14","25.63028","31.86306"
"A145","15","25.74944","32.76861"
"A145","16","25.79056","33.10528"
"A145","17","25.94694","34.45389"
"A145","18","26.01528","35.08194"
"A145","19","26.085","35.74556"
"A16","1","42.06556","27.21611"
"A16","2","41.28639","28.35778"
"A16","3","40.96139","28.81056"
"A16","4","40.475","29.2075"
"A16","5","40.33444","29.32306"
"A16","6","40.19306","29.43889"
"A16","7","39.55333","29.95556"
"A16","8","39.42917","30.05444"
"A16","9","38.80389","30.54694"
"A16","10","37.98222","30.65694"
"A16","11","37.89056","30.67028"
"A16","12","37.58333","30.70833"
"A16","13","37.41556","30.73278"
"A16","14","36.92056","30.79444"
"A16","15","36.41556","30.81194"
"A16","16","36.04167","30.825"
"A16","17","35.61667","30.85"
"A16","18","35.17806","30.86472"
"A16","19","34.61667","30.88333"
"A16","20","34.14333","30.90667"
"A16","21","33.4","30.95"
"A16","22","33.1","30.95"
"A16","23","32.03361","31.06833"
"A16","24","31.52889","31.1225"
"A16","25","31.24139","31.17639"
"A16","26","30.09222","31.38833"
"A17","1","42.08222","28.76611"
"A17","2","40.99889","30.99944"
"A17","3","40.58222","31.83278"
"A17","4","40.41833","32.14944"
"A17","5","40.06972","32.81028"
"A17","6","39.57889","33.58528"
"A17","7","39.4575","33.78083"
"A17","8","39.13083","34.28639"
"A17","9","39.11","34.33333"
"A17","10","38.52389","35.22889"
"A17","11","38.14556","35.77889"
"A17","12","37.83722","36.22028"
"A17","13","37.66","36.47222"
"A17","14","37.50306","36.69361"
"A17","15","37.25889","37.04139"
"A17","16","37.12083","37.24333"
"A17","17","36.95139","37.47278"
"A18","1","32.36667","13.61667"
"A18","2","32.2","13.5"
"A18","3","31.87167","13.29333"
"A18","4","31.4525","13.01056"
"A18","5","30.61","12.14"
"A18","6","29.795","11.31667"
"A18","7","28.06667","9.66083"
"A18F","1","29.795","11.31667"
"A18F","2","28.06667","9.66083"
"A2","1","45.48889","5.43917"
"A2","2","45.59056","5.35028"
"A2","3","45.72611","5.23167"
"A2","4","45.75528","5.20583"
"A2","5","45.92167","5.05861"
"A2","6","46.29361","4.72194"
"A2","7","46.5","4.53806"
"A2","8","46.80583","4.25917"
"A2","9","47.06667","4.10667"
"A2","10","47.56","3.81333"
"A2","11","47.96611","3.5675"
"A2","12","48.40694","3.29472"
"A21","1","33.4825","38.65417"
"A21","2","33.87194","37.92"
"A21","3","34.21333","37.26417"
"A222","1","68.50333","28.45833"
"A222","2","67.455","32.78667"
"A222","3","66.47","36.26528"
"A222","4","66.28333","36.86667"
"A222","5","65.99833","38.48389"
"A222","6","65.68333","40.13056"
"A222","7","65.475","40.24889"
"A222","8","65.11667","40.44222"
"A222","9","65.03694","40.48528"
"A222","10","64.6","40.71583"
"A222","11","64.4675","41.71"
"A222","12","64.325","42.69417"
"A222","13","64.28333","42.96417"
"A222","14","64.16194","46.10583"
"A222","15","64.12028","46.9075"
"A222","16","64.01528","48.61583"
"A222","17","63.71833","52.22667"
"A222","18","63.56333","53.795"
"A225","1","48.195","39.94333"
"A225","2","48.14972","40.04833"
"A225","3","48.11472","40.11833"
"A225","4","47.58778","41.115"
"A225","5","46.47972","43.26333"
"A227","1","68.50333","28.45833"
"A227","2","68.61667","31.78"
"A227","3","68.78167","32.74639"
"A233","1","43.73306","43.16528"
"A233","2","43.46639","43.03194"
"A234","1","42.63139","44.18861"
"A234","2","43.35472","43.85417"
"A234","3","43.47139","43.79889"
"A234","4","43.84639","43.62028"
"A234","5","44.54306","43.3325"
"A234","6","44.67778","43.27639"
"A234","7","45.46444","42.94056"
"A234","8","46.00639","42.70333"
"A234","9","46.69972","42.34167"
"A235","1","56.09","47.34639"
"A235","2","55.94833","47.91333"
"A235","3","55.82944","48.40389"
"A235","4","55.60556","49.2725"
"A235","5","55.43028","50.17056"
"A235","6","55.33333","50.64833"
"A235","7","55.22861","53.405"
"A236","1","51.18472","36.04306"
"A236","2","50.85","35.43333"
"A24","1","39","4.685"
"A24","2","36.79611","3.57167"
"A240","1","43.85861","51.10056"
"A240","2","43.11083","51.49806"
"A240","3","42.57722","51.77444"
"A240","4","42.37972","51.87528"
"A240","5","41.85778","52.13917"
"A242","1","48.98639","6.71611"
"A242","2","48.39917","6.69333"
"A242","3","48.15889","6.68417"
"A242","4","48.01917","6.67889"
"A242","5","47.80611","6.67083"
"A242","6","47.6725","6.66583"
"A242","7","47.56167","6.73222"
"A244","1","55.66667","40.61472"
"A244","2","55.65556","41.26528"
"A244","3","55.6","43.27472"
"A244","4","55.59444","43.78056"
"A244","5","55.17306","44.745"
"A244","6","54.75306","45.52472"
"A244","7","54.42861","46.15083"
"A244","8","54.16389","46.65"
"A244","9","53.98333","46.985"
"A244","10","53.44278","48.17056"
"A244","11","53.065","48.96667"
"A244","12","52.56667","49.98167"
"A244","13","51.67472","51.89083"
"A245","1","45.00222","37.3475"
"A245","2","45.35","36.64667"
"A246","1","55.59444","43.78056"
"A246","2","55.32333","44.80944"
"A246","3","54.81667","46.58167"
"A25","1","49.82472","-3.03417"
"A25","2","49.01889","-2.40861"
"A25","3","48.58611","-2.08222"
"A25","4","48.29917","-1.88944"
"A25","5","48.06917","-1.74167"
"A25","6","47.64194","-1.96"
"A25","7","47.16083","-1.61306"
"A25","8","46.59889","-1.39083"
"A25","9","46.5","-1.35083"
"A25","10","45.96972","-1.15028"
"A25","11","45.73333","-1.06167"
"A25","12","45.66667","-1.03667"
"A25","13","44.82694","-.72111"
"A25","14","44.67694","-.15306"
"A25","15","44.02889",".6925"
"A25","16","43.88806",".87278"
"A25","17","41.30722","2.10778"
"A25","18","40.94583","2.64972"
"A25","19","40.89944","2.71889"
"A25","20","40.78083","2.89389"
"A25","21","40.60917","3.14583"
"A25","22","40.43972","3.3925"
"A25","23","39.86361","4.21639"
"A27","1","36.69111","3.21556"
"A27","2","38.11306","3.15139"
"A27","3","38.29361","3.14778"
"A27","4","38.59694","3.14167"
"A27","5","39.11778","3.13139"
"A27","6","39.9275","3.11472"
"A27","7","40.5","3.14083"
"A27","8","40.60917","3.14583"
"A27","9","40.86389","3.1575"
"A27","10","41.21028","3.17389"
"A27","11","41.49444","3.18722"
"A27","12","41.67972","3.19611"
"A27","13","41.94778","3.20917"
"A27","14","42.18611","3.10833"
"A27","15","42.48028","2.98306"
"A27","16","42.75056","2.86722"
"A27","17","43.1975","2.93694"
"A27","18","43.7475","3.02333"
"A27","19","44.60833","3.1625"
"A27","20","44.95694","3.16694"
"A27","21","45.10444","3.17472"
"A27","22","45.7875","3.19222"
"A27","23","46.19917","3.38722"
"A27","24","46.5","3.53139"
"A27","25","46.70667","3.63167"
"A27","26","47.71889","3.43472"
"A27","27","48.40694","3.29472"
"A277","1","45","36.59167"
"A277","2","44.57306","37.25833"
"A277","3","44.47972","37.40361"
"A277","4","44.20806","37.82"
"A277","5","44.02639","38.09167"
"A277","6","43.89806","38.28167"
"A277","7","43.34972","39.08861"
"A277","8","42.98972","39.98528"
"A277","9","42.2525","41.53472"
"A277","10","42.16083","41.72167"
"A277","11","41.90389","42.84167"
"A279","1","53.76667","45.205"
"A279","2","53.56667","45.19833"
"A279","3","53.42","45.14333"
"A279","4","53.11389","45.01778"
"A279","5","52.93167","44.345"
"A279","6","52.86667","44.09833"
"A279","7","52.7","43.48167"
"A279","8","52.53333","42.88167"
"A279","9","52.51333","42.80667"
"A279","10","52.40167","42.425"
"A279","11","52.26167","41.94833"
"A279","12","52.02833","41.17667"
"A279","13","51.865","40.65167"
"A279","14","51.71833","40.18944"
"A279","15","51.50556","39.64944"
"A279","16","51.42528","39.44861"
"A279","17","51.26194","39.045"
"A279","18","50.73139","37.77667"
"A279","19","50.31667","36.82833"
"A28","1","53.21306","34.17639"
"A28","2","52.97833","33.93667"
"A28","3","52.35","33.31"
"A28","4","41.95139","33.70611"
"A28","5","41.29194","33.38583"
"A28","6","41.01722","33.25444"
"A28","7","40.90833","33.20278"
"A28","8","40.74056","33.12444"
"A28","9","40.06972","32.81028"
"A28","10","39.37111","32.92167"
"A28","11","39.21528","32.94306"
"A28","12","38.02389","33.11889"
"A28","13","36.86278","33.29167"
"A28","14","36.15361","33.28472"
"A28","15","36.03639","33.28694"
"A28","16","35.93333","33.28333"
"A28","17","34.87278","33.62556"
"A28","18","34.71","33.37"
"A28","19","34.45333","32.96833"
"A28","20","33.86667","32.06667"
"A28","21","33.69333","31.81111"
"A28","22","33.1","30.95"
"A285","1","36.86278","33.29167"
"A285","2","37.89889","34.49944"
"A285","3","38.27028","34.94361"
"A285","4","38.37278","35.06667"
"A285","5","38.52389","35.22889"
"A285","6","38.94222","35.765"
"A285","7","39.15389","36.02861"
"A285","8","39.50361","36.50111"
"A285","9","39.78944","36.89333"
"A29","1","43.88806",".87278"
"A29","2","43",".97972"
"A29","3","42.77472",".99722"
"A29","4","42.43528","1.03444"
"A29","5","42.14361","1.06583"
"A29","6","41.69778","1.11361"
"A29","7","41.54389","1.12972"
"A29","8","41.33111","1.15222"
"A29","9","41.14972","1.17111"
"A29","10","40.62111","1.44917"
"A29","11","40.00778","1.76556"
"A29","12","39.54944","2.39583"
"A29","13","39.43528","2.75833"
"A29","14","37.80361","2.32889"
"A29","15","36.60139","2.19333"
"A29","16","35.34778","1.515"
"A29","17","33.70972","1.07917"
"A29","18","33",".43111"
"A29","19","31.88278","-.57833"
"A29","20","30.02583","-2.23556"
"A29","21","29.25","-3.11639"
"A29","22","28.02472","-4.495"
"A29","23","26.11667","-6.61667"
"A293","1","41.14972","1.17111"
"A293","2","40.70861","1.23167"
"A293","3","40.35472","1.28"
"A293","4","39.60306","1.38028"
"A293","5","39.3725","1.41083"
"A293","6","39.11639","1.44417"
"A293","7","38.91556","1.47056"
"A3","1","47.86278","1.28583"
"A3","2","47.72417","1.74306"
"A3","3","47.57667","2.22"
"A3","4","47.26667","2.74167"
"A3","5","47.23","2.8025"
"A3","6","47.15306","2.92944"
"A3","7","47.11833","2.98472"
"A3","8","46.84861","3.40861"
"A3","9","46.70667","3.63167"
"A3","10","46.45722","3.76806"
"A3","11","46.11361","3.95778"
"A3","12","45.9525","4.045"
"A3","13","45.835","4.10833"
"A3","14","45.79167","4.13167"
"A3","15","45.33278","4.37556"
"A3","16","45.12806","4.48306"
"A3","17","44.555","4.77972"
"A3","18","44.46167","5.23444"
"A3","19","44.38","5.62361"
"A3","20","44.15333","6.10333"
"A3","21","43.99139","6.10083"
"A3","22","43.59583","6.10111"
"A3","23","43.44417","6.115"
"A3","24","43.38278","6.25583"
"A3","25","43.22222","6.41222"
"A3","26","43.21944","6.60194"
"A3","27","43.16583","7.07306"
"A3","28","43.10472","7.59111"
"A3","29","43.08","7.79333"
"A3","30","43.01861","8.28639"
"A3","31","43.01306","8.37194"
"A3","32","42.95306","8.79139"
"A3","33","42.93806","8.90639"
"A3","34","42.89694","9.21194"
"A3","35","42.84722","9.57444"
"A3","36","42.82278","9.75"
"A30","1","50.85167","1.96833"
"A30","2","50.88306","1.74167"
"A30","3","50.92111","1.46667"
"A300","1","56.94","61.1675"
"A300","2","56.98528","61.06167"
"A300","3","56.93361","60.74833"
"A300","4","56.85028","59.065"
"A300","5","56.69194","57.95333"
"A300","6","56.42861","56.25"
"A300","7","56.10028","54.34833"
"A300","8","56.11861","53.585"
"A300","9","56.145","51.405"
"A300","10","56.10667","47.92"
"A300","11","56.09","47.34639"
"A300","12","56.06333","46.51806"
"A300","13","56.00694","45.02472"
"A300","14","56.13167","43.21806"
"A300","15","56.26361","40.59944"
"A300","16","56.02611","39.63417"
"A301","1","36.81417","-4.36944"
"A301","2","36.28694","-3.86667"
"A301","3","35.83333","-3.44083"
"A303","1","67.455","32.78667"
"A303","2","67.28278","34.19139"
"A303","3","66.76833","37.845"
"A303","4","66.125","39.23056"
"A303","5","65.68333","40.13056"
"A303","6","65.24833","41.05389"
"A303","7","64.96","41.64556"
"A303","8","64.28333","42.96417"
"A303","9","63.08361","46.89278"
"A303","10","62.09833","49.66333"
"A303","11","61.81806","50.40472"
"A303","12","61.64694","50.84528"
"A31","1","37.27472","1.12389"
"A31","2","37.02306","1.5"
"A31","3","36.60139","2.19333"
"A31","4","36.69111","3.21556"
"A31","5","36.65139","3.59139"
"A31","6","36.48444","5"
"A31","7","36.38333","5.8525"
"A31","8","36.29333","6.60833"
"A32","1","43.08","7.79333"
"A32","2","42.79944","8.36444"
"A32","3","42.71694","8.52806"
"A32","4","42.57694","8.80667"
"A33","1","42.92667","-8.42528"
"A33","2","42.61639","-7.78361"
"A33","3","42.46806","-7.48139"
"A33","4","42.42222","-7.38861"
"A33","5","42.27556","-7.09417"
"A33","6","42.20056","-6.94472"
"A33","7","41.53028","-5.63972"
"A33","8","41.15889","-4.61111"
"A33","9","41.01528","-4.22333"
"A33","10","40.85361","-3.79222"
"A33","11","40.76694","-3.56472"
"A33","12","40.66056","-3.28639"
"A33","13","40.37194","-2.54472"
"A33","14","40.21056","-2.15833"
"A33","15","40.1475","-2.01028"
"A33","16","39.90056","-1.43194"
"A33","17","39.80528","-1.21167"
"A33","18","39.70722","-.98639"
"A33","19","39.48556","-.48306"
"A33","20","39.53861",".29861"
"A33","21","39.60306","1.38028"
"A33","22","39.6975","3.43417"
"A33","23","39.86361","4.21639"
"A33","24","39.95667","4.66667"
"A333","1","41.65","136.78333"
"A333","2","43.55194","136.38111"
"A333","3","44.27361","136.21944"
"A333","4","44.82028","136.09611"
"A333","5","46.07694","135.80278"
"A333","6","46.35694","135.73778"
"A333","7","46.82694","135.61944"
"A333","8","47.27861","135.51444"
"A333","9","49.08361","134.46778"
"A333","10","49.47528","134.06944"
"A333","11","50.08944","133.43111"
"A333","12","51.19139","132.21806"
"A333","13","51.79417","131.46722"
"A333","14","52.07111","131.11333"
"A333","15","52.94694","129.95444"
"A333","16","53.53056","129.14611"
"A333","17","54.08056","128.35611"
"A333","18","54.81056","127.26444"
"A333","19","55.31389","126.51944"
"A333","20","56.06389","125.3575"
"A333","21","56.38222","124.84583"
"A333","22","57.06222","123.7125"
"A333","23","57.15778","123.54806"
"A333","24","58.65056","120.80917"
"A333","25","59.11222","119.6075"
"A333","26","59.89222","117.41917"
"A333","27","60.36056","115.97889"
"A333","28","60.71722","114.81722"
"A333","29","61.80889","112.12056"
"A333","30","63.5575","107.00028"
"A333","31","64.43917","103.90167"
"A333","32","65.23083","100.58333"
"A333","33","66.29417","95.10806"
"A333","34","67.16083","89.1075"
"A333","35","67.56528","85.5"
"A333","36","68.0275","80.90194"
"A333","37","68.1875","78.82861"
"A333","38","68.46722","73.595"
"A333","39","68.50056","71.13639"
"A333","40","68.48722","67.85139"
"A333","41","68.4675","66.74389"
"A333","42","68.14889","59.29917"
"A333","43","67.63806","53.11083"
"A333","44","66.65028","45.42389"
"A333","45","66.31056","43.40611"
"A333","46","65.68333","40.13056"
"A333","47","65.13639","37.90389"
"A333","48","64.60333","35.91556"
"A333","49","64.33","34.96889"
"A333","50","64.155","34.37889"
"A333","51","64.015","33.91722"
"A333","52","63.14667","31.265"
"A34","1","50.1","0"
"A34","2","49.68333",".16333"
"A34","3","49.31083",".31278"
"A34","4","49.10333",".40194"
"A34","5","48.79056",".53028"
"A34","6","48.49583",".64833"
"A34","7","48.25306",".74444"
"A34","8","47.99306",".84667"
"A34","9","47.83722",".90722"
"A34","10","47.42889","1.06444"
"A34","11","47.16667","1.05833"
"A34","12","47.02583","1.055"
"A34","13","46.51611","1.03333"
"A34","14","45.81583","1.02556"
"A34","15","45.51639","1.00194"
"A34","16","45.11722",".96944"
"A34","17","45",".96056"
"A34","18","44.5",".92056"
"A34","19","44.29667",".90444"
"A34","20","43.88806",".87278"
"A34","21","42.69306",".55833"
"A34","22","42.3675",".475"
"A34","23","41.97917",".37639"
"A34","24","41.34667",".21861"
"A34","25","41.26833",".19944"
"A34","26","41.12972",".16528"
"A34","27","40.87222",".06167"
"A34","28","40.55806","-.06389"
"A34","29","40.25611","-.18333"
"A34","30","40","-.28361"
"A34","31","39.89056","-.32639"
"A34","32","39.48556","-.48306"
"A34","33","38.26833","-.57"
"A34","34","38.07333","-.23083"
"A34","35","37.10556","-.06361"
"A34","36","36.87111","-.02361"
"A34","37","36.29528",".06917"
"A34","38","35.89861",".13639"
"A356","1","47.14389","51.80139"
"A356","2","47.05556","52.84861"
"A356","3","46.96389","53.83056"
"A356","4","46.88861","54.57306"
"A356","5","46.81139","55.28889"
"A357","1","42.43667","50.47"
"A357","2","43.85861","51.10056"
"A357","3","44.80222","51.29472"
"A357","4","45.67972","51.48"
"A357","5","46.4325","51.64389"
"A357","6","47.14389","51.80139"
"A357","7","47.41583","52.78167"
"A357","8","47.93222","54.76028"
"A357","9","48.58111","55.40722"
"A357","10","48.84972","55.68083"
"A357","11","49.41","56.26417"
"A357","12","49.71667","56.59028"
"A357","13","50.26333","57.18278"
"A357","14","50.77028","58.20083"
"A357","15","50.96333","58.59833"
"A357","16","51.815","60.37667"
"A357","17","38.26833","49.75167"
"A357","18","38.75167","49.815"
"A360","1","54.88333","49.915"
"A360","2","54.72833","50.045"
"A360","3","54.395","50.32"
"A360","4","54.21667","50.465"
"A360","5","54.13833","50.64333"
"A360","6","53.9","51.18167"
"A360","7","53.75","51.515"
"A360","8","53.20861","52.61806"
"A360","9","52.31806","54.33222"
"A361","1","49.03167","1.22083"
"A361","2","48.93917",".95306"
"A361","3","48.79056",".53028"
"A361","4","48.55056","-.25"
"A361","5","48.22","-1.28222"
"A361","6","48.06917","-1.74167"
"A368","1","55.60556","49.2725"
"A368","2","55.12556","49.7025"
"A368","3","54.88333","49.915"
"A368","4","54.75","49.94833"
"A368","5","54.37333","50.03333"
"A368","6","54.23333","50.065"
"A368","7","53.51028","50.17722"
"A368","8","53.26667","50.43167"
"A368","9","52.56667","49.98167"
"A368","10","52.11167","50.50056"
"A368","11","51.67333","50.985"
"A368","12","51.44667","51.22667"
"A368","13","50.86694","52.59139"
"A368","14","50.3075","54.56361"
"A368","15","50.28917","56.0625"
"A368","16","50.26333","57.18278"
"A368","17","50.31361","58.39222"
"A368","18","50.3425","59.21"
"A368","19","50.38167","61.09667"
"A368","20","50.39194","62.41528"
"A368","21","50.3925","62.99639"
"A368","22","50.38361","64.30667"
"A371","1","47.14389","51.80139"
"A371","2","47.25389","52.84611"
"A371","3","47.37611","54.22111"
"A371","4","47.44972","54.99361"
"A371","5","47.50111","55.64611"
"A371","6","47.55278","56.35972"
"A371","7","47.63361","57.63194"
"A4","1","48.85333","17.16778"
"A4","2","48.71583","17.38611"
"A4","3","48.6175","17.54111"
"A4","4","48.29056","18.05056"
"A4","5","41.87167","26.56833"
"A4","6","41.57722","27.30917"
"A4","7","41.13639","28.38417"
"A4","8","41.12694","29.14278"
"A4","9","41.04583","29.63"
"A4","10","40.98667","29.97972"
"A4","11","40.92278","30.34528"
"A4","12","40.86556","30.66611"
"A4","13","40.58222","31.83278"
"A4","14","40.47389","32.19944"
"A4","15","40.24167","33.10472"
"A4","16","40.16833","33.83278"
"A4","17","40.15139","33.95583"
"A4","18","39.99194","35.36111"
"A4","19","39.87389","36.27472"
"A4","20","39.86111","36.36056"
"A4","21","39.78944","36.89333"
"A4","22","39.83278","37.43139"
"A4","23","39.87361","37.97472"
"A4","24","39.93694","38.88694"
"A4","25","39.94056","39.10194"
"A4","26","39.9475","39.57778"
"A4","27","39.95139","39.91667"
"A4","28","39.95611","40.66472"
"A4","29","39.95667","41.20694"
"A4","30","39.68083","41.60833"
"A4","31","39.49278","41.87972"
"A4","32","39.27917","42.18528"
"A4","33","38.74472","42.93806"
"A4","34","38.46611","43.325"
"A400","1","5.28278","-3.91694"
"A400","2","4.86056","-3"
"A403","1","30.39472","13.58583"
"A403","2","28.04889","14.20028"
"A403","3","27.5","14.33667"
"A403","4","26.99556","14.45972"
"A403","5","25.89917","14.50778"
"A403","6","24.36667","14.57667"
"A403","7","22","14.6725"
"A403F","1","26.99556","14.45972"
"A403F","2","24.36667","14.57667"
"A403F","3","22","14.6725"
"A41","1","46.87056","5.77806"
"A41","2","46.58639","6.74333"
"A411","1","34.02556","-6.34833"
"A411","2","33.98167","-5.73806"
"A411","3","33.94611","-5.25639"
"A411","4","33.9275","-5.01361"
"A411","5","34.12056","-4.35111"
"A411","6","34.17278","-4.16889"
"A411","7","34.3625","-3.47472"
"A411","8","34.56","-2.7525"
"A411","9","34.60167","-2.6"
"A411","10","34.77333","-1.95028"
"A411","11","34.84861","-1.84056"
"A411","12","35.61278","-.655"
"A411","13","35.89861",".13639"
"A411","14","36.36528","1.5"
"A411","15","36.60139","2.19333"
"A411","16","36.69111","3.21556"
"A411","17","36.65139","3.59139"
"A411","18","36.71556","5.07667"
"A411","19","36.7975","5.87556"
"A411","20","36.8325","7.81444"
"A411","21","36.83333","8.66667"
"A411","22","36.82722","8.975"
"A411","23","36.83056","9.11"
"A411","24","36.8375","9.42083"
"A411","25","36.85167","10.23028"
"A411","26","36.38389","10.45222"
"A411","27","36.28472","10.50028"
"A411","28","36.22306","10.52917"
"A411","29","35.755","10.74806"
"A411","30","35.42139","10.72917"
"A411","31","34.96611","10.70472"
"A411","32","34.71611","10.68889"
"A411","33","34.46667","10.71528"
"A411","34","34.29306","10.72778"
"A411","35","33.87722","10.77167"
"A411","36","33.65528","11.195"
"A411","37","33.49389","11.5"
"A411","38","33.28333","12.13333"
"A411","39","33.15","13.36722"
"A411","40","32.95","14.93417"
"A411","41","32.66667","17"
"A411","42","32.66667","18.08333"
"A411","43","32.12444","20.25361"
"A411","44","31.98333","22.33333"
"A411","45","31.85333","23.92167"
"A411","46","31.68333","25.13333"
"A411","47","31.57556","26.00556"
"A412","1","33.4825","38.65417"
"A412","2","33.21306","38.32194"
"A412","3","32.94889","37.99972"
"A412","4","32.74583","37.68472"
"A412","5","32.45778","37.24139"
"A412","6","32.20306","36.85306"
"A412","7","32.14056","36.75833"
"A412","8","32.04917","36.62028"
"A412","9","31.97583","36.51028"
"A412","10","31.73972","36.1575"
"A412","11","31.93056","35.61833"
"A416","1","38.14833","46.21306"
"A416","2","38.27972","47.90583"
"A416","3","38.31583","48.43472"
"A416","4","38.01389","48.79556"
"A416","5","37.6875","49.18111"
"A416","6","37.32639","49.61583"
"A416","7","37.10583","50.17528"
"A416","8","37.05306","50.3075"
"A416","9","36.90361","50.68056"
"A416","10","36.78389","51.06917"
"A416","11","36.65972","51.46806"
"A416","12","36.65917","51.88333"
"A416","13","36.655","52.56861"
"A416","14","36.64861","53.18889"
"A416","15","36.58944","53.80472"
"A416","16","36.455","55.11222"
"A416","17","36.38111","55.78944"
"A416","18","36.24333","56.96111"
