"Route ID","Sequence Number","Latitude","Longitude"
"DIMTA2AEYVI","1","54.2825","24.33583"
"DIMTA2AEYVI","2","54.31639","24.65222"
"DIMTA2AEYVI","3","54.36306","25.09861"
"DIN2BEGJJ","1","49.20222","-2.06583"
"DIN2BEGJJ","2","49.02167","-2.02722"
"DIN2BEGJJ","3","48.58611","-2.08222"
"DIN2EEGJB","1","49.43556","-2.52722"
"DIN2EEGJB","2","49.33944","-2.57222"
"DIN2EEGJB","3","49.1","-2.52333"
"DIN2EEGJB","4","48.58611","-2.08222"
"DIN2LLFRO","1","48.58611","-2.08222"
"DIN2LLFRO","2","48.69361","-3.05"
"DIN2LLFRO","3","48.71917","-3.30778"
"DIN2WEGJB","1","49.43028","-2.67972"
"DIN2WEGJB","2","49.33944","-2.57222"
"DIN2WEGJB","3","49.1","-2.52333"
"DIN2WEGJB","4","48.58611","-2.08222"
"DIN2XLFRO","1","48.71917","-3.30778"
"DIN2XLFRO","2","48.69361","-3.05"
"DIN2XLFRO","3","48.58611","-2.08222"
"DIN3AEGJJ","1","49.11722","-2.33583"
"DIN3AEGJJ","2","49.06306","-2.3075"
"DIN3AEGJJ","3","48.58611","-2.08222"
"DIN3ALFRN","1","48.58611","-2.08222"
"DIN3ALFRN","2","48.33833","-1.745"
"DINAK1BEHBK","1","51.01639","6.00028"
"DINAK1BEHBK","2","51.05194","5.9125"
"DINAN1TLFPT","1","49.83194","5.33139"
"DINAN1TLFPT","2","49.59667","4.06722"
"DINAN1TLFPT","3","49.47472","3.77806"
"DINAN1TLFPT","4","49.45028","3.63222"
"DINAN1TLFPT","5","49.41944","3.45139"
"DINAN1TLFPT","6","49.25528","2.51472"
"DINAN1TLFPT","7","49.29167","1.75722"
"DINAN7TLFPC","1","49.83194","5.33139"
"DINAN7TLFPC","2","49.59667","4.06722"
"DINAN7TLFPC","3","49.47472","3.77806"
"DINAN7TLFPC","4","49.45028","3.63222"
"DINAN7TLFPC","5","49.41944","3.45139"
"DINAN8ELFPG","1","49.83194","5.33139"
"DINAN8ELFPG","2","49.59667","4.06722"
"DINAN8ELFPG","3","49.47472","3.77806"
"DINAN8ELFPG","4","49.45028","3.63222"
"DINAN8ELFPG","5","49.41944","3.45139"
"DINAN8ELFPG","6","49.18111","2.57361"
"DINAN8ELFPG","7","49.17667","2.37028"
"DINAN8ELFPG","8","49.01528","2.14556"
"DINAN8HLFPG","1","49.83194","5.33139"
"DINAN8HLFPG","2","49.59667","4.06722"
"DINAN8HLFPG","3","49.47472","3.77806"
"DINAN8HLFPG","4","49.45028","3.63222"
"DINAN8HLFPG","5","49.41944","3.45139"
"DINAN8HLFPG","6","49.18111","2.57361"
"DINAN8HLFPG","7","49.17667","2.37028"
"DINAN8HLFPG","8","49.01528","2.14556"
"DINAN8JLFPG","1","49.83194","5.33139"
"DINAN8JLFPG","2","49.59667","4.06722"
"DINAN8JLFPG","3","49.26861","3.68306"
"DINAN8JLFPG","4","49.04444","3.43611"
"DINAN8WLFPG","1","49.83194","5.33139"
"DINAN8WLFPG","2","49.59667","4.06722"
"DINAN8WLFPG","3","49.47472","3.77806"
"DINAN8WLFPG","4","49.45028","3.63222"
"DINAN8WLFPG","5","49.41944","3.45139"
"DINAN8WLFPG","6","49.00278","2.95278"
"DINAN9BLFOB","1","49.83194","5.33139"
"DINAN9BLFOB","2","49.77583","5.02111"
"DINAN9BLFOB","3","49.59667","4.06722"
"DINAN9BLFOB","4","49.59556","3.55139"
"DINAN9BLFOB","5","49.51472","3.03333"
"DINAN9BLFOB","6","49.55278","2.48944"
"DINAN9BLFOB","7","49.43639","2.15333"
"DINAN9TLFOB","1","49.83194","5.33139"
"DINAN9TLFOB","2","49.59667","4.06722"
"DINAN9TLFOB","3","49.47472","3.77806"
"DINAN9TLFOB","4","49.45028","3.63222"
"DINAN9TLFOB","5","49.41944","3.45139"
"DINAN9TLFOB","6","49.35556","3.08056"
"DINAN9TLFOB","7","49.55278","2.48944"
"DINAN9TLFOB","8","49.43639","2.15333"
"DINCO10LELC","1","37.25639","-1.28778"
"DINCO10LELC","2","37.57472","-.53667"
"DINCO10LELC","3","37.92667","-.55722"
"DINCO1ALELC","1","37.25639","-1.28778"
"DINCO1ALELC","2","37.4975","-1.07"
"DINOV1UEPWR","1","50.92861","16.08556"
"DINOV1UEPWR","2","50.91194","16.49056"
"DINOV1UEPWR","3","50.92528","17.13028"
"DINOV1UEPWR","4","50.85167","17.36639"
"DINOV1UEPWR","5","50.93389","17.43056"
"DINOV3PEPWR","1","50.92861","16.08556"
"DINOV3PEPWR","2","50.93861","16.42222"
"DINOV3PEPWR","3","51.02139","16.48472"
"DINOV3PEPWR","4","51.10361","16.54778"
"DINOV3PEPWR","5","51.14","16.42833"
"DINOV3PEPWR","6","51.2225","16.49139"
"DINPU1MUMOO","1","54.42639","30.26278"
"DINPU1MUMOO","2","53.95278","30.09556"
"DINPU1NUMOO","1","54.42639","30.26278"
"DINPU1NUMOO","2","54.18111","30.17556"
"DINPU1NUMOO","3","54.14139","29.98361"
"DINRO2ALRCK","1","44.28556","28.47833"
"DINRO2ALRCK","2","43.7","28.80833"
"DINRO2BLRCK","1","44.28556","28.47833"
"DINRO2BLRCK","2","43.7","28.80833"
"DIPIR11LFLI","1","46.25389","6.13222"
"DIPIR11LFLI","2","46.66917","5.59306"
"DIPIR5ALSGG","1","46.15944","5.99667"
"DIPIR5ALSGG","2","46.25194","5.93222"
"DIPIR5ALSGG","3","46.55556","5.68556"
"DIPIR5ALSGG","4","46.66917","5.59306"
"DIPOK1ALIBC","1","39.21472","16.71806"
"DIPOK1ALIBC","2","38.99611","17.08306"
"DIPOK6DLIBC","1","38.99611","17.08306"
"DIPOK6DLIBC","2","39.21472","16.71806"
"DIPOK6GLIBC","1","38.99611","17.08306"
"DIPOK6GLIBC","2","39.21472","16.71806"
"DIPOS1BLCPH","1","34.75667","32.80333"
"DIPOS2ALCPH","1","34.75667","32.80333"
"DIPOS2ALCPH","2","34.74194","32.70472"
"DIPOS2ALCPH","3","34.71167","32.50583"
"DIPOS2CLCPH","1","34.71167","32.50583"
"DIPOS2CLCPH","2","34.74194","32.70472"
"DIPOS2CLCPH","3","34.75667","32.80333"
"DIPOS2DLCPH","1","34.69528","32.45056"
"DIPOS2DLCPH","2","34.71167","32.50583"
"DIPOS2DLCPH","3","34.74194","32.70472"
"DIPOS2DLCPH","4","34.75667","32.80333"
"DIPSA2ALOWK","1","46.60972","14.92222"
"DIPSA2ALOWK","2","46.5975","14.56194"
"DIPSA2ALOWK","3","46.63361","14.3825"
"DIRAL3ALRCK","1","44.28556","28.47833"
"DIRAL3ALRCK","2","44.36778","28.17083"
"DIRAL3ALRCK","3","44.51083","27.55417"
"DIRAL3BLRCK","1","44.36139","28.17111"
"DIRAL3BLRCK","2","44.51083","27.55417"
"DIRAL3DLRCK","1","44.51083","27.55417"
"DIRAL3DLRCK","2","44.38306","28.08306"
"DIRAL3DLRCK","3","44.28556","28.47833"
"DIRAL3DLRCK","4","44.05806","28.55111"
"DIRAL3DLRCK","5","44.07","28.44861"
"DIRAL3DLRCK","6","44.16167","28.46111"
"DIRAL5ALRCK","1","44.28556","28.47833"
"DIRAL5ALRCK","2","44.36139","28.17111"
"DIRAL5ALRCK","3","44.51083","27.55417"
"DIRAL5CLRCK","1","44.51083","27.55417"
"DIRAL5CLRCK","2","44.38306","28.08306"
"DIRAL5CLRCK","3","44.44583","28.12472"
"DIRAL5CLRCK","4","44.55361","28.28972"
"DIRAL5CLRCK","5","44.55083","28.51444"
"DIRAL6ALRCK","1","44.28556","28.47833"
"DIRAL6ALRCK","2","44.36139","28.17111"
"DIRAL6ALRCK","3","44.51083","27.55417"
"DIRBO7UEDVE","1","52.32222","10.60611"
"DIRBO7UEDVE","2","52.36333","10.79528"
"DIRBO7UEDVE","3","52.60028","10.54222"
"DIRBO7UEDVE","4","52.83222","10.84417"
"DIRBO8TEDVE","1","52.30611","10.47361"
"DIRBO8TEDVE","2","52.44417","10.29139"
"DIRBO8TEDVE","3","52.83222","10.84417"
"DIRED1FLIRI","1","39.56417","14.51583"
"DIRED1FLIRI","2","40.42722","14.60694"
"DIRES2ALATI","1","41.05778","19.1925"
"DIRES2BLATI","1","41.41611","19.71833"
"DIRES2BLATI","2","41.05778","19.1925"
"DIRES2HLATI","1","41.05778","19.1925"
"DIRES2HLATI","2","41.445","19.30028"
"DIRES2JLATI","1","41.05778","19.1925"
"DIRES2JLATI","2","41.41611","19.71833"
"DIRES2KLATI","1","41.05778","19.1925"
"DIRES2KLATI","2","41.23389","19.45944"
"DIRES2KLATI","3","41.18444","19.76667"
"DIRMU1SLERS","1","41.20583","1.35528"
"DIRMU1SLERS","2","41.33111","1.15222"
"DIRMU1SLERS","3","41.55278",".64806"
"DIRMU1SLERS","4","41.78556",".15944"
"DIRMU1TLERS","1","41.05111",".91583"
"DIRMU1TLERS","2","41.55278",".64806"
"DIRMU1TLERS","3","41.78556",".15944"
"DISEV1FLIEA","1","40.51389","8.22833"
"DISEV1FLIEA","2","40.63806","8.29167"
"DISGO1CESMS","1","55.61806","13.23639"
"DISGO1CESMS","2","55.26778","13.19944"
"DISGO1CESMS","3","55.16278","13.03694"
"DISGO1CESMS","4","55.15167","12.73361"
"DISGO2BESMS","1","55.335","13.39167"
"DISGO2BESMS","2","55.16278","13.03694"
"DISGO2BESMS","3","55.15167","12.73361"
"DISKI3KELLX","1","49.57222","6.47056"
"DISKI3KELLX","2","49.63944","6.24722"
"DISKI3KELLX","3","49.86139","6.12972"
"DISKI3MELLX","1","49.57222","6.47056"
"DISKI3MELLX","2","49.63944","6.24722"
"DISKI3MELLX","3","49.86139","6.12972"
"DISKI3TELLX","1","49.63944","6.24722"
"DISKI3TELLX","2","49.57222","6.47056"
"DISKI3UELLX","1","49.70556","6.425"
"DISKI3UELLX","2","49.76111","6.30833"
"DISKI3UELLX","3","49.63944","6.24722"
"DISKI3UELLX","4","49.57222","6.47056"
"DISKI3XELLX","1","49.61278","6.17444"
"DISKI3XELLX","2","49.57222","6.21667"
"DISKI3XELLX","3","49.6","6.38333"
"DISKI3XELLX","4","49.57222","6.47056"
"DISKI3YELLX","1","49.56778","6.05417"
"DISKI3YELLX","2","49.61667","5.83333"
"DISKI3YELLX","3","49.72778","6.15833"
"DISKI3YELLX","4","49.62222","6.29167"
"DISKI3YELLX","5","49.57222","6.47056"
"DISMU1AENBO","1","67.27528","14.60472"
"DISMU1AENBO","2","67.12583","14.58833"
"DISMU1AENBO","3","66.86194","14.41639"
"DISMU1AENBO","4","66.70083","14.31278"
"DISMU1AENBO","5","66.5325","13.91222"
"DISMU1BENBO","1","67.10972","13.95528"
"DISMU1BENBO","2","66.90111","13.81056"
"DISMU1BENBO","3","66.7375","13.73333"
"DISMU1BENBO","4","66.5325","13.91222"
"DISUN3AEDMA","1","47.86278","11.105"
"DISUN3AEDMA","2","48.26333","11.31194"
"DISUN3AEDMO","1","47.86278","11.105"
"DISUN3AEDMO","2","48.26333","11.31194"
"DITAN2ALATI","1","40.94556","19.30361"
"DITAN2BLATI","1","41.41611","19.71833"
"DITAN2BLATI","2","40.94556","19.30361"
"DITAN2HLATI","1","40.94556","19.30361"
"DITAN2HLATI","2","41.445","19.30028"
"DITAN2JLATI","1","40.94556","19.30361"
"DITAN2JLATI","2","41.41611","19.71833"
"DITAN2KLATI","1","40.94556","19.30361"
"DITAN2KLATI","2","41.23389","19.45944"
"DITAN2KLATI","3","41.18444","19.76667"
"DITAX1HLRAR","1","46.16444","21.4475"
"DITAX1HLRAR","2","45.99472","21.44806"
"DITAX1HLRAR","3","45.56917","21.44917"
"DITAX1HLRAR","4","45.45528","21.89472"
"DITAX1HLRAR","5","45.46889","22.33722"
"DITAX1NLRAR","1","46.18417","21.14361"
"DITAX1NLRAR","2","45.81778","21.30528"
"DITAX1NLRAR","3","45.46889","22.33722"
"DITAX1PLRAR","1","45.81778","21.30528"
"DITAX1PLRAR","2","45.46889","22.33722"
"DITAX2ELRTR","1","45.85778","21.14611"
"DITAX2ELRTR","2","45.645","21.14778"
"DITAX2ELRTR","3","45.45528","21.89472"
"DITAX2ELRTR","4","45.46889","22.33722"
"DITAX2FLRTR","1","45.78194","21.44861"
"DITAX2FLRTR","2","45.46889","22.33722"
"DITAX2GLRAR","1","46.18417","21.14361"
"DITAX2GLRAR","2","45.645","21.14778"
"DITAX2GLRAR","3","45.45528","21.89472"
"DITAX2GLRAR","4","45.46889","22.33722"
"DITAX2LLRTR","1","45.81778","21.30528"
"DITAX2LLRTR","2","45.46889","22.33722"
"DITAX3MLRTR","1","45.81778","21.30528"
"DITAX3MLRTR","2","45.51167","22.21306"
"DITAX3MLRTR","3","45.46889","22.33722"
"DITBA1EEDDS","1","48.51944","9.64556"
"DITBA1EEDDS","2","48.52833","9.48444"
"DITBA1EEDDS","3","48.54111","9.24528"
"DITBA1EEDDS","4","48.55667","8.93639"
"DITBA1EEDDS","5","48.62917","8.90472"
"DITBA1EEDDS","6","48.64778","9.00111"
"DITIS1ALOWW","1","48.10083","16.6"
"DITIS1ALOWW","2","48.29","16.66056"
"DITIS1ALOWW","3","48.44028","16.64861"
"DITIS1ALOWW","4","48.56972","15.88917"
"DITIS1ALOWW","5","48.70111","15.59722"
"DITIS1ALOWW","6","48.89806","15.11639"
"DITIS1BLOWW","1","48.06694","16.60028"
"DITIS1BLOWW","2","48.15333","16.7925"
"DITIS1BLOWW","3","48.44028","16.64861"
"DITIS1BLOWW","4","48.56972","15.88917"
"DITIS1BLOWW","5","48.70111","15.59722"
"DITIS1BLOWW","6","48.89806","15.11639"
"DITIS1CLOWW","1","48.11556","16.47417"
"DITIS1CLOWW","2","48.14361","16.20639"
"DITIS1CLOWW","3","48.23694","16.1375"
"DITIS1CLOWW","4","48.56972","15.88917"
"DITIS1CLOWW","5","48.70111","15.59722"
"DITIS1CLOWW","6","48.89806","15.11639"
"DITIS1DLOWW","1","48.18972","16.62"
"DITIS1DLOWW","2","48.24139","16.66667"
"DITIS1DLOWW","3","48.4725","16.46278"
"DITIS1DLOWW","4","48.56972","15.88917"
"DITIS1DLOWW","5","48.70111","15.59722"
"DITIS1DLOWW","6","48.89806","15.11639"
"DITIX1AUKDE","1","47.82167","35.28639"
"DITIX1AUKDE","2","47.51111","34.20917"
"DITIX1BUKDE","1","47.51111","34.20917"
"DITIX1CUKDE","1","47.51111","34.20917"
"DITIX1CUKDE","2","47.82167","35.28639"
"DITIX1DUKDE","1","47.51111","34.20917"
"DITIX1DUKDE","2","47.91028","35.34111"
"DIVAM1BEFHK","1","59.84833","23.59361"
"DIVAM1BEFHK","2","59.91306","23.82444"
"DIVAM1BEFHK","3","60.08722","24.41333"
"DIVAM1BEFHK","4","60.17194","24.59611"
"DIVAM1BEFHK","5","60.20583","24.66972"
"DIVAM1MEFHK","1","59.84833","23.59361"
"DIVAM1MEFHK","2","59.91306","23.82444"
"DIVAM1MEFHK","3","60.10167","24.725"
"DIVAM1MEFHK","4","60.26472","25.08194"
"DIVAM1MEFHK","5","60.35528","25.12694"
"DIVAM1MEFHK","6","60.49389","24.98472"
"DIVAM1MEFHK","7","60.53833","24.93889"
"DIVAM1MEFHK","8","60.50083","24.78833"
"DIVAM1MEFHK","9","60.45639","24.83444"
"DIVAM1REFHK","1","59.84833","23.59361"
"DIVAM1REFHK","2","59.91306","23.82444"
"DIVAM1REFHK","3","60.08583","24.44556"
"DIVAM1REFHK","4","60.13694","24.55611"
"DIVAM1REFHK","5","60.17083","24.62972"
"DIVAM1WEFHK","1","59.84833","23.59361"
"DIVAM1WEFHK","2","59.91306","23.82444"
"DIVAM1WEFHK","3","60.07667","25.03583"
"DIVAM1WEFHK","4","60.11417","25.18444"
"DIVAM1WEFHK","5","60.15889","25.13944"
"DIVAM2AEFHK","1","59.84833","23.59361"
"DIVAM2AEFHK","2","59.91306","23.82444"
"DIVAM2AEFHK","3","60.10167","24.725"
"DIVAM2AEFHK","4","60.315","25.19306"
"DIVAM2AEFHK","5","60.36528","25.30472"
"DIVAM2AEFHK","6","60.43194","25.45667"
"DIVAM2AEFHK","7","60.49361","25.34111"
"DIVAM2AEFHK","8","60.46028","25.26639"
"DIVAM2VEFHK","1","59.84833","23.59361"
"DIVAM2VEFHK","2","59.91306","23.82444"
"DIVAM2VEFHK","3","60.10167","24.725"
"DIVAM2VEFHK","4","60.42917","25.44778"
"DIVAM2VEFHK","5","60.49972","25.31833"
"DIVAM2VEFHK","6","60.46306","25.23611"
"DIVAR1FLICC","1","37.77167","15.31222"
"DIVAR1GLICC","1","37.77167","15.31222"
"DIVAR1LLICC","1","37.77167","15.31222"
"DIVKU1CLIBD","1","41.5","15.83778"
"DIVKU1CLIBD","2","40.95167","16.10778"
"DIVKU1CLIBD","3","41.05","16.44667"
"DIVKU1CLIBD","4","41.07889","16.54972"
"DIVKU1FLIBD","1","41.5","15.83778"
"DIVKU1FLIBD","2","40.95167","16.10778"
"DIVKU1FLIBD","3","41.11028","16.66056"
"DIVKU1NLIBP","1","41.5","15.83778"
"DIVKU1NLIBP","2","42.43583","14.18417"
"DIVKU1PLIBP","1","41.5","15.83778"
"DIVKU1PLIBP","2","42.56778","14.32556"
"DIVKU1PLIBP","3","42.43639","14.18361"
"DIVKU1QLIBP","1","41.5","15.83778"
"DIVKU1QLIBP","2","42.43639","14.18361"
"DIVKU5ALIBD","1","41.14417","16.77639"
"DIVKU5ALIBD","2","41.5","15.83778"
"DIVKU5CLIBD","1","41.14417","16.77639"
"DIVKU5CLIBD","2","40.95167","16.10778"
"DIVKU5CLIBD","3","41.5","15.83778"
"DIVKU5DLIBD","1","41.11028","16.66056"
"DIVKU5DLIBD","2","40.95167","16.10778"
"DIVKU5DLIBD","3","41.5","15.83778"
"DIVKU5FLIBD","1","41.11028","16.66056"
"DIVKU5FLIBD","2","40.95167","16.10778"
"DIVKU5FLIBD","3","41.5","15.83778"
"DIVKU5GLIBD","1","41.11028","16.66056"
"DIVKU5GLIBD","2","41.5","15.83778"
"DIVKU5HLIBD","1","41.11028","16.66056"
"DIVKU5HLIBD","2","40.95167","16.10778"
"DIVKU5HLIBD","3","41.5","15.83778"
"DIVLA2ALLBG","1","32.49472","34.17083"
"DIVLA2ALLBG","2","32.42389","34.34972"
"DIVLA2ALLBG","3","32.35472","34.52333"
"DIVLA2ALLBG","4","32.28417","34.71778"
"DIVLA2ALLBG","5","32.25417","34.8"
"DIVLA2ALLBG","6","32.22333","34.91889"
"DIVLA2ALLBG","7","32.20361","34.99444"
"DIVLA2BLLBG","1","32.49472","34.17083"
"DIVLA2BLLBG","2","32.42389","34.34972"
"DIVLA2BLLBG","3","32.35472","34.52333"
"DIVLA2BLLBG","4","32.24389","34.53972"
"DIVLA2BLLBG","5","32.22583","34.59389"
"DIVLA2BLLBG","6","32.28417","34.71778"
"DIVLA2BLLBG","7","32.25417","34.8"
"DIVLA2BLLBG","8","32.22333","34.91889"
"DIVLA2BLLBG","9","32.20361","34.99444"
"DIVLA2CLLBG","1","32.49472","34.17083"
"DIVLA2CLLBG","2","32.42389","34.34972"
"DIVLA2CLLBG","3","32.35472","34.52333"
"DIVLA2CLLBG","4","32.28417","34.71778"
"DIVLA2CLLBG","5","32.25417","34.8"
"DIVLA2CLLBG","6","32.20361","34.99444"
"DIVLA2CLLBG","7","32.12556","35.1225"
"DIVLA2DLLBG","1","32.49472","34.17083"
"DIVLA2DLLBG","2","32.42389","34.34972"
"DIVLA2DLLBG","3","32.35472","34.52333"
"DIVLA2DLLBG","4","32.24389","34.53972"
"DIVLA2DLLBG","5","32.22583","34.59389"
"DIVLA2DLLBG","6","32.28417","34.71778"
"DIVLA2DLLBG","7","32.25417","34.8"
"DIVLA2DLLBG","8","32.20361","34.99444"
"DIVLA2DLLBG","9","32.12556","35.1225"
"DIXER1VLIME","1","45.07833","9.31667"
"DIXER1VLIME","2","45.22639","9.54111"
"DIXER1VLIME","3","45.66944","9.70917"
"DIXER1YLIME","1","45.07833","9.31667"
"DIXER1YLIME","2","45.22639","9.54111"
"DIXER1YLIME","3","45.32972","9.82944"
"DIXER1YLIME","4","45.39472","9.80667"
"DIXER2TLIME","1","45.07833","9.31667"
"DIXER2TLIME","2","45.22639","9.54111"
"DIXER2TLIME","3","45.64389","9.84167"
"DIXER3SLIME","1","45.07833","9.31667"
"DIXER3SLIME","2","45.22639","9.54111"
"DIXER3SLIME","3","45.66944","9.70917"
"DJL11LFLI","1","47.27083","5.09722"
"DJL11LFLI","2","46.57083","5.81444"
"DJL11LFLI","3","46.49528","5.89056"
"DJL11LFLI","4","46.3375","6.04833"
"DJL11LFLI","5","46.23528","5.89917"
"DJL11LFLI","6","46.02444","5.79694"
"DJL1CLFQB","1","47.27083","5.09722"
"DJL1CLFQB","2","48.25111","3.96306"
"DJL1CLFQB","3","48.40028","4.00389"
"DJL1NLSGG","1","47.27083","5.09722"
"DJL1NLSGG","2","46.93972","5.43944"
"DJL1NLSGG","3","46.57083","5.81444"
"DJL1NLSGG","4","46.49528","5.89056"
"DJL1NLSGG","5","46.3375","6.04833"
"DJL1NLSGG","6","46.23528","5.89917"
"DJL1NLSGG","7","46.09583","5.69694"
"DJL1RLSGG","1","47.27083","5.09722"
"DJL1RLSGG","2","46.93972","5.43944"
"DJL1RLSGG","3","46.57083","5.81444"
"DJL1RLSGG","4","46.49528","5.89056"
"DJL1RLSGG","5","46.3375","6.04833"
"DJL1RLSGG","6","46.44083","6.2"
"DJL1RLSGG","7","46.54028","6.34694"
"DJL4ALFPM","1","47.27083","5.09722"
"DJL4ALFPM","2","48.28194","3.49556"
"DJL4ALFPM","3","48.40694","3.29472"
"DJL6SLSGG","1","47.27083","5.09722"
"DJL6SLSGG","2","46.93972","5.43944"
"DJL6SLSGG","3","46.57083","5.81444"
"DJL6SLSGG","4","46.49528","5.89056"
"DJL6SLSGG","5","46.25389","6.13222"
"DJL8ELFPB","1","47.27083","5.09722"
"DJL8ELFPB","2","47.71556","4.58944"
"DJL8ELFPB","3","48.09194","4.15111"
"DJL8ELFPB","4","48.25111","3.96306"
"DJL8ELFPB","5","48.45722","3.6375"
"DJL8ELFPB","6","48.54944","3.49028"
"DJL8ELFPG","1","47.27083","5.09722"
"DJL8ELFPG","2","48.25111","3.96306"
"DJL8ELFPG","3","48.53889","3.73194"
"DJL8ELFPG","4","48.61139","3.56361"
"DJL8ELFPG","5","48.93778","2.85944"
"DJL8ELFPG","6","48.91639","2.45972"
"DJL8ELFPG","7","49.01528","2.14556"
"DJL8ELFPO","1","47.27083","5.09722"
"DJL8ELFPO","2","47.49639","4.74917"
"DJL8ELFPO","3","47.88333","4.14111"
"DJL8ELFPO","4","47.96611","3.5675"
"DJL8ELFPO","5","48.20222","3.20611"
"DJL8ELFPO","6","48.295","3.06306"
"DJL8ELFPO","7","48.45583","2.81333"
"DJL8ELFPO","8","48.60667","1.99917"
"DJL8HLFPG","1","47.27083","5.09722"
"DJL8HLFPG","2","47.56333","4.64472"
"DJL8HLFPG","3","48.25111","3.96306"
"DJL8HLFPG","4","48.53889","3.73194"
"DJL8HLFPG","5","48.61139","3.56361"
"DJL8HLFPG","6","48.93778","2.85944"
"DJL8HLFPG","7","48.91639","2.45972"
"DJL8HLFPG","8","49.01528","2.14556"
"DJL8PLFPG","1","47.27083","5.09722"
"DJL8PLFPG","2","47.56333","4.64472"
"DJL8PLFPG","3","48.25111","3.96306"
"DJL8PLFPG","4","48.53889","3.73194"
"DJL8PLFPG","5","48.61139","3.56361"
"DJL8PLFPG","6","49.00278","2.95278"
"DJL8TLFPN","1","47.27083","5.09722"
"DJL8TLFPN","2","47.49639","4.74917"
"DJL8TLFPN","3","47.88333","4.14111"
"DJL8TLFPN","4","47.96611","3.5675"
"DJL8TLFPN","5","48.20222","3.20611"
"DJL8TLFPN","6","48.295","3.06306"
"DJL8TLFPV","1","47.27083","5.09722"
"DJL8TLFPV","2","47.49639","4.74917"
"DJL8TLFPV","3","47.88333","4.14111"
"DJL8TLFPV","4","47.96611","3.5675"
"DJL8TLFPV","5","48.20222","3.20611"
"DJL8TLFPV","6","48.295","3.06306"
"DJL8WLFPB","1","47.27083","5.09722"
"DJL8WLFPB","2","47.71556","4.58944"
"DJL8WLFPB","3","48.09194","4.15111"
"DJL8WLFPB","4","48.25111","3.96306"
"DJL8WLFPB","5","48.45722","3.6375"
"DJL8WLFPB","6","48.54944","3.49028"
"DJL8WLFPG","1","47.27083","5.09722"
"DJL8WLFPG","2","48.25111","3.96306"
"DJL8WLFPG","3","48.53889","3.73194"
"DJL8WLFPG","4","48.61139","3.56361"
"DJL8WLFPG","5","49.00278","2.95278"
"DJL8WLFPO","1","47.27083","5.09722"
"DJL8WLFPO","2","47.49639","4.74917"
"DJL8WLFPO","3","47.88333","4.14111"
"DJL8WLFPO","4","47.96611","3.5675"
"DJL8WLFPO","5","48.20222","3.20611"
"DJL8WLFPO","6","48.295","3.06306"
"DJL8WLFPO","7","48.45583","2.81333"
"DJL8WLFPO","8","48.70417","2.72639"
"DJL8WLFPO","9","48.77694","2.67222"
"DKB1AEDDF","1","49.78167","8.54139"
"DKB1AEDDF","2","49.76222","9.09167"
"DKB1AEDDF","3","49.74667","9.1875"
"DKB1AEDDF","4","49.14278","10.23833"
"DKB1DEDDF","1","50.07056","8.70806"
"DKB1DEDDF","2","50.01028","8.75167"
"DKB1DEDDF","3","49.84139","8.69056"
"DKB1DEDDF","4","49.76222","9.09167"
"DKB1DEDDF","5","49.74667","9.1875"
"DKB1DEDDF","6","49.61833","9.41444"
"DKB1DEDDF","7","49.14278","10.23833"
"DKB4HEDDS","1","48.74167","9.495"
"DKB4HEDDS","2","49.14278","10.23833"
"DKB4KEDDN","1","49.51917","10.83167"
"DKB4KEDDN","2","49.23194","10.75861"
"DKB4KEDDN","3","49.14278","10.23833"
"DKB4MEDDN","1","49.48278","11.25278"
"DKB4MEDDN","2","49.32556","11.22167"
"DKB4MEDDN","3","49.24194","10.85528"
"DKB4MEDDN","4","49.14278","10.23833"
"DKB4XEDTX","1","49.14278","10.23833"
"DKB4XEDTY","1","49.14278","10.23833"
"DKB5TEDDN","1","49.14278","10.23833"
"DKB5TEDDN","2","49.3475","10.55361"
"DKB5TEDDN","3","49.21444","11.22139"
"DKB5YEDTX","1","49.14278","10.23833"
"DKB5YEDTY","1","49.14278","10.23833"
"DKB5ZEDTX","1","49.14278","10.23833"
"DKB5ZEDTY","1","49.14278","10.23833"
"DKB6LEDDF","1","49.78167","8.54139"
"DKB6LEDDF","2","49.76222","9.09167"
"DKB6LEDDF","3","49.74667","9.1875"
"DKB6LEDDF","4","49.14278","10.23833"
"DKB8FEDDF","1","50.02889","8.51889"
"DKB8FEDDF","2","50.01806","8.50194"
"DKB8FEDDF","3","49.98278","8.49694"
"DKB8FEDDF","4","49.96583","8.52833"
"DKB8FEDDF","5","49.94972","8.57361"
"DKB8FEDDF","6","49.76222","9.09167"
"DKB8FEDDF","7","49.74667","9.1875"
"DKB8FEDDF","8","49.61833","9.41444"
"DKB8FEDDF","9","49.14278","10.23833"
"DKB8SEDDF","1","49.96667","8.52639"
"DKB8SEDDF","2","49.94972","8.57361"
"DKB8SEDDF","3","49.76222","9.09167"
"DKB8SEDDF","4","49.74667","9.1875"
"DKB8SEDDF","5","49.61833","9.41444"
"DKB8SEDDF","6","49.14278","10.23833"
"DKB9BEDDS","1","48.67083","9.1225"
"DKB9BEDDS","2","48.68972","9.0675"
"DKB9BEDDS","3","48.76778","9.02778"
"DKB9BEDDS","4","48.91306","9.34028"
"DKB9BEDDS","5","49.14278","10.23833"
"DKR2BESSA","1","59.67","17.96667"
"DKR2BESSA","2","59.76583","18.00167"
"DKR2BESSA","3","59.77111","17.65806"
